full_id,osm_id,osm_type,railway,bus,natural,email,monorail,iata,highway,description,addr:housenumber,railway:ref,usage,source_url,indoor,emergency,defibrillator:location,bicycle,location,check_date:wheelchair,source:name,contact:url,name:pt,colour,type,name:es,name:ar,toilets:wheelchair,wheelchair:description,alt_name,light_rail,nohousenumber,addr:street,intercambiador,subway,station,layer,covered,old_name,ref,fare_zone,door,access,wikimedia_commons,internet_access,fare_area,addr:postcode,addr:city,level,entrance,wheelchair,wikipedia,wikidata,website,url,train,public_transport,platforms,operator:wikidata,operator,network:wikidata,network,name,contact:website
n5318415091,"5318415091",node,station,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,es:Estación de San Cristóbal de los Ángeles,Q5494493,https://www.adif.es/w/60107-s.crist%C3%B3bal-%C3%81ngel.,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_69,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,San Cristóbal de los Ángeles,https://www.citram.es/HORARIOS/info.aspx?estacion=5_69
n5318466126,"5318466126",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,https://www.adif.es/w/10001-aravaca,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_9,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Aravaca,http://www.citram.es/HORARIOS/info.aspx?estacion=5_9
n5318466127,"5318466127",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,es:Estación de Méndez Álvaro,Q2479775,https://www.adif.es/w/18003-m%C3%A9ndez-%C3%81lvaro-c1-c10,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_46.aspx,yes,station,"4",,,,,Méndez Álvaro,http://www.citram.es/HORARIOS/info.aspx?estacion=5_46
n5318507233,"5318507233",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es:Estación de Valdebebas,Q19753295,https://www.adif.es/w/98304-valdebebas,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_144,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Valdebebas,http://www.citram.es/HORARIOS/info.aspx?estacion=5_144
n5318548036,"5318548036",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.adif.es/w/98305-aeropuerto-t4,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_142,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Aeropuerto T4,http://www.citram.es/HORARIOS/info.aspx?estacion=5_142
n5318600155,"5318600155",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es:Estación de Asamblea de Madrid-Entrevías,Q1960376,https://www.adif.es/w/70002-asamblea-entrev%C3%ADas,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_10,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Asamblea de Madrid-Entrevías,http://www.citram.es/HORARIOS/info.aspx?estacion=5_10
n5320204129,"5320204129",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,es:Estación de Vallecas,Q5548317,https://www.adif.es/w/70005-Vallecas,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_87,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Vallecas,http://www.citram.es/HORARIOS/info.aspx?estacion=5_87
n5320204130,"5320204130",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,es:Estación de Santa Eugenia,Q5847173,https://www.adif.es/w/70109-santa-eugenia,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_75,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Santa Eugenia,http://www.citram.es/HORARIOS/info.aspx?estacion=5_75
n5320204131,"5320204131",node,station,,,,,,,,,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,es:Estación de Vicálvaro (Cercanías Madrid),Q5847450,https://www.adif.es/w/70100-vic%C3%A1lvaro,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_90,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Vicálvaro,http://www.citram.es/HORARIOS/info.aspx?estacion=5_90
n5330101189,"5330101189",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Las Rosas,Q3827253,https://www.metromadrid.es/es/linea/linea-2#estacion-255,,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Las Rosas,
n5394167244,"5394167244",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5394167245,"5394167245",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5394167246,"5394167246",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5394167247,"5394167247",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5394468926,"5394468926",node,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",yes,yes,,,,,,,,,,,,,
n5398735128,"5398735128",node,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",yes,yes,,,,,,,,,,,,,
n5423856839,"5423856839",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metro Bilbao;Bilbao Metro Station",,,,,yes,subway,,,,,,,,,,,,,,,no,es:Estación de Bilbao (Metro de Madrid),Q2479784,https://www.metromadrid.es/es/linea/linea-4#estacion-109,http://www.citram.es/HORARIOS/info.aspx?estacion=4_9,,station,,,,Q191987,Metro de Madrid,Bilbao,
n5448172309,"5448172309",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,es:Estación de El Pozo,Q613656,https://www.adif.es/-/70003-el-pozo,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_59,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,El Pozo,http://www.citram.es/HORARIOS/info.aspx?estacion=5_59
n5462590351,"5462590351",node,station,,,,,,,Linea 1,"44",,,,,,,,,,,,,,,,,,,,,,Avenida de Menéndez Pelayo,,yes,subway,,,,,,,,,,,"28007",Madrid,,,yes,es:Estación de Menéndez Pelayo,Q2479001,https://www.metromadrid.es/es/linea/linea-1#estacion-117,http://www.citram.es/HORARIOS/info.aspx?estacion=4_17,,station,,,,Q191987,Metro de Madrid,Menéndez Pelayo,
n5736928864,"5736928864",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5736928865,"5736928865",node,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,Q191987,Metro de Madrid,Gran Vía de Hortaleza,
n5736928868,"5736928868",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5736928871,"5736928871",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5736928874,"5736928874",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5736935536,"5736935536",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5736935538,"5736935538",node,subway_entrance,,,,,,elevator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Q191987,Metro de Madrid,,
n5736935539,"5736935539",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5736935540,"5736935540",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n5736935541,"5736935541",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n6179305125,"6179305125",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,yes,es:Estación de Villaverde Alto,Q2480338,https://www.adif.es/-/37001-villaverde-alto,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_92,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Villaverde Alto,https://www.citram.es/HORARIOS/info.aspx?estacion=5_92
n6179776526,"6179776526",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.adif.es/w/19001-univdad.p.comillas,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_84,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Universidad Pontificia de Comillas,http://www.citram.es/HORARIOS/info.aspx?estacion=5_84
n6186804853,"6186804853",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Pacífico,Q2479769,https://www.metromadrid.es/es/linea/linea-1#estacion-118,http://www.citram.es/HORARIOS/info.aspx?estacion=4_112,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Pacífico,
n6187761909,"6187761909",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,yes,,,,,,,,A,,,,,yes,es:Estación de Conde de Casal,Q2055817,https://www.metromadrid.es/es/linea/linea-6-circular#estacion-611,http://www.citram.es/HORARIOS/info.aspx?estacion=4_113,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Conde de Casal,
n6374703390,"6374703390",node,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arroyofresno,
n6393976871,"6393976871",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,,,,,,,,,,,,,,,yes,,,https://www.metromadrid.es/es/linea/linea-7#estacion-723,https://www.crtm.es/tu-transporte-publico/metro/estaciones/4_154,,station,,,,Q191987,Metro de Madrid,Pitis,http://www.citram.es/HORARIOS/info.aspx?estacion=4_154
n6654730495,"6654730495",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n6654730496,"6654730496",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n6654730499,"6654730499",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n6717442590,"6717442590",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
n6721973810,"6721973810",node,subway_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
n6970536603,"6970536603",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.adif.es/-/98003-fuente-de-la-mora,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_133,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Fuente de la Mora,http://www.citram.es/HORARIOS/info.aspx?estacion=5_133
n7044883744,"7044883744",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,https://www.adif.es/w/18002-nuevos-ministerios,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_51,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Nuevos Ministerios,http://www.citram.es/HORARIOS/info.aspx?estacion=5_51
n7377056867,"7377056867",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
n7499028215,"7499028215",node,station,,,,,,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,https://www.adif.es/w/18000-madrid-atocha-c.,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_11,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Atocha-Cercanías,http://www.citram.es/HORARIOS/info.aspx?estacion=5_11
n7499028216,"7499028216",node,station,,,,,XOC,,,,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,https://www.adif.es/w/60000-madrid-pta-de-atocha,,,station,,,,,,Madrid-Puerta de Atocha-Almudena Grandes,
n7797548495,"7797548495",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,es:Estación de Cantoblanco Universidad,Q4319104,https://www.adif.es/w/17009-univ.-cantoblanco,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_15,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Cantoblanco Universidad,http://www.citram.es/HORARIOS/info.aspx?estacion=5_15
n7881485897,"7881485897",node,station,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,station,,,,,APM,T4,
n7881485901,"7881485901",node,station,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,station,,,,,,T4S,
n8326246961,"8326246961",node,station,,,logistica.gerenciacentro@adif.es,,,,,"84",,,,,,,,,,,,,,,,,,,,,,Calle de Méndez Álvaro,,,,,,,,,,,,,,"28053",Madrid,,,,,,,,,station,,,Adif,,,Estación de Mercancías Madrid - Abroñigal,
n8982955748,"8982955748",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
n9518317241,"9518317241",node,station,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,yes,,Q112040687,https://www.adif.es/w/18005-pir%C3%A1mides,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_57,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Pirámides,http://www.citram.es/HORARIOS/info.aspx?estacion=5_57
n9592831036,"9592831036",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n9669569787,"9669569787",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,es:Estación de El Barrial-Centro Comercial Pozuelo,Q5846138,https://www.adif.es/w/10010-el-barrial-cc.poz.,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_13,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,El Barrial-Centro Comercial Pozuelo,http://www.citram.es/HORARIOS/info.aspx?estacion=5_13
n9820978455,"9820978455",node,station,,,,,,,,,MPP,,,,,,,,,,,,,,,,,,"Principe Pio metro;Principe Pio metro station",,,Glorieta de San Vicente,,,,,,,,,,,,,,,Madrid,,,yes,,Q11830371,https://www.adif.es/w/10000-madrid-pr%C3%ADncipe-p%C3%ADo,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_61,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Madrid-Príncipe Pío,http://www.citram.es/HORARIOS/info.aspx?estacion=5_61
n9821007500,"9821007500",node,station,yes,,,,,,,,MCC,,,,,,,,,,,,,,,,,,,,yes,Calle de Agustín de Foxá,,,,,,,,,,,,,,"28036",Madrid,,,yes,,,https://www.adif.es/-/17000-madrid-chamart%C3%ADn,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_18,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Madrid-Chamartín-Clara Campoamor,http://www.citram.es/HORARIOS/info.aspx?estacion=5_18
n10311532840,"10311532840",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
n10311532841,"10311532841",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
n10313878512,"10313878512",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,https://www.adif.es/w/35600-aluche,https://www.crtm.es/tu-transporte-publico/cercanias-renfe/estaciones/5_7,yes,station,,Q2476154,Renfe,Q1054785,Cercanías Madrid,Aluche,http://www.citram.es/HORARIOS/info.aspx?estacion=5_7
n11394091279,"11394091279",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n11394091280,"11394091280",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n11394091281,"11394091281",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n11394091282,"11394091282",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n11394091295,"11394091295",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n11394091296,"11394091296",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n11394091297,"11394091297",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n11394091298,"11394091298",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n11394091318,"11394091318",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q191987,Metro de Madrid,,
n11715889255,"11715889255",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889258,"11715889258",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889259,"11715889259",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889260,"11715889260",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889261,"11715889261",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889262,"11715889262",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889263,"11715889263",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889264,"11715889264",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889265,"11715889265",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889266,"11715889266",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889267,"11715889267",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715889268,"11715889268",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715893869,"11715893869",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11715893870,"11715893870",node,,,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n11811682212,"11811682212",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
n11820002072,"11820002072",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
n12301152660,"12301152660",node,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,subway,"1",,,,,,,,,A,,,,,yes,,,,http://www.citram.es/HORARIOS/info.aspx?estacion=4_100,,station,,,Metro de Madrid,Q191987,Metro de Madrid,Aluche,
